Songs & Artist,Streams,Daily
Dua Lipa - Kiss and Make Up,"75,67,36,161 ","1,51,609 "
Anitta - Envolver,"75,65,88,509 ","1,59,796 "
Bad Bunny - Una Vez,"75,64,27,199 ","3,38,363 "
Carlos Baute - Colgando en tus manos (con Marta SÃ¡nchez),"75,63,87,138 ","3,07,767 "
Nickelback - Rockstar,"75,61,18,095 ","3,84,036 "
Christian Nodal - AdiÃ³s Amor,"75,59,19,841 ","2,53,346 "
Gabry Ponte - Thunder,"75,57,18,037 ","2,58,128 "
NF - The Search,"75,53,36,139 ","2,40,164 "
Eric Carmen - Hungry Eyes,"75,51,33,460 ","3,76,747 "
ManÃ¡ - Oye Mi Amor,"75,50,73,063 ","6,77,952 "
Post Malone - One Right Now,"75,48,38,485 ","1,48,534 "
Granular - White Noise,"75,42,95,576 ","98,236 "
JAÅ¸-Z - Run This Town,"75,41,22,002 ","4,30,301 "
Katy Perry - Part Of Me,"75,40,87,392 ","3,48,808 "
Lil Wayne - A Milli,"75,40,04,654 ","3,75,789 "
Fergie - Big Girls Don't Cry (Personal),"75,36,72,474 ","3,35,365 "
The All-American Rejects - Gives You Hell,"75,35,33,609 ","2,35,016 "
Coyote Theory - This Side of Paradise,"75,32,89,259 ","3,00,381 "
Eminem - My Name Is,"75,31,59,336 ","2,07,208 "
Madonna - Like a Prayer,"75,31,39,522 ","5,35,788 "
Dayglow - Can I Call You Tonight?,"75,30,90,032 ","2,21,738 "
Brent Faiyaz - Clouded,"75,28,43,277 ","2,08,615 "
Dean Lewis - How Do I Say Goodbye,"75,27,95,397 ","3,62,060 "
Various Artists -,"75,27,95,397 ","3,62,060 "
Lady Gaga - Abracadabra,"75,27,41,829 ","7,71,070 "
Billie Eilish - all the good girls go to hell,"75,26,07,384 ","1,33,893 "
Kanye West - Ghost Town,"75,25,38,731 ","3,92,513 "
ABBA - Lay All Your Love On Me,"75,25,13,944 ","5,60,723 "
Luis R Conriquez - Si No Quieres No,"75,25,01,936 ","2,94,580 "
Harry Styles - Matilda,"75,22,23,350 ","5,88,750 "
Jason Derulo - Trumpets,"75,19,20,355 ","1,66,330 "
Creed - One Last Breath,"75,17,29,926 ","7,03,928 "
The Strokes - The Adults Are Talking,"75,12,20,441 ","5,18,638 "
Justin Bieber - Friends,"75,09,71,631 ","1,11,092 "
KAROL G - X SI VOLVEMOS,"75,07,56,514 ","3,01,009 "
Queen - I Want To Break Free,"75,07,52,819 ","2,06,734 "
Nio Garcia - La Jeepeta,"75,04,32,366 ","1,41,924 "
Nicky Jam - Hasta el Amanecer,"75,03,47,738 ","4,61,532 "
NewJeans - Hype Boy,"75,03,45,652 ","2,79,870 "
Eminem - Houdini,"75,00,46,979 ","3,25,724 "
MARINA - Bubblegum Bitch,"74,98,17,626 ","4,56,369 "
Rihanna - What's My Name?,"74,97,98,060 ","4,70,919 "
Bon Jovi - Always,"74,97,29,653 ","3,55,041 "
Quevedo - PUNTO G,"74,90,57,238 ","1,50,672 "
Nat King Cole - The Christmas Song (Merry Christmas to You),"74,88,12,179 ","11,410 "
Nat King Cole Trio - The Christmas Song (Merry Christmas To You),"74,88,00,769 ","11,998 "
Ariana Grande - Everyday,"74,87,52,709 ","3,80,901 "
Metro Boomin - 10 Freaky Girls,"74,86,21,915 ","1,15,149 "
David Bowie - Starman,"74,85,06,657 ","4,19,823 "
Keane - Everybody's Changing,"74,84,98,104 ","4,32,678 "
PARTYNEXTDOOR - Come and See Me,"74,82,54,796 ","2,44,987 "
League of Legends - Legends Never Die,"74,76,26,077 ","2,05,914 "
Bebe Rexha - I'm a Mess,"74,76,16,008 ","1,16,348 "
Juice WRLD - Let Me Know (I Wonder Why Freestyle),"74,75,85,659 ","3,73,133 "
The Human League - Don't You Want Me,"74,74,40,901 ","3,37,958 "
Big Sean - Bounce Back,"74,74,39,378 ","43,110 "
Soulja Boy - Crank That (Soulja Boy),"74,63,73,496 ","3,01,911 "
J Balvin - Rojo,"74,63,12,210 ","2,66,506 "
AJR - Weak,"74,62,14,678 ","74,508 "
Stevie Wonder - Superstition,"74,61,19,694 ","1,75,982 "
Fuerza Regida - Bebe Dame,"74,58,44,707 ","2,01,803 "
Shakira - La Tortura,"74,57,68,191 ","4,90,477 "
OneRepublic - Run,"74,57,61,567 ","2,28,177 "
Ricky Martin - Vente Pa' Ca,"74,55,97,533 ","3,26,329 "
Feid - CHORRITO PA LAS ANIMAS,"74,55,03,413 ","1,60,526 "
Myke Towers - LA FALDA,"74,49,24,614 ","2,68,048 "
Al Green - Let's Stay Together,"74,47,32,181 ","2,16,758 "
"Earth, Wind & Fire - Boogie Wonderland","74,44,55,720 ","4,57,657 "
Bad Bunny - La Corriente,"74,42,19,302 ","2,36,301 "
Foo Fighters - Learn to Fly,"74,38,11,994 ","2,70,613 "
Harry Styles - Lights Up,"74,37,34,204 ","1,14,299 "
Dusty Springfield - Son of a Preacher Man,"74,36,71,682 ","1,78,939 "
Doja Cat - Candy,"74,34,71,980 ","4,59,255 "
XXXTENTACION - I Don't Wanna Do This Anymore,"74,28,15,899 ","1,32,042 "
Feby Putri - Runtuh,"74,24,41,607 ","3,80,401 "
Morgan Wallen - Cowgirls,"74,19,79,432 ","4,47,928 "
Piso 21 - Pa' Olvidarme De Ella,"74,14,43,487 ","2,13,330 "
Gorillaz - DARE,"74,14,43,262 ","5,60,250 "
For Revenge - Serana,"74,09,31,380 ","5,50,427 "
YOASOBI - å¤ã«é§ãã,"74,08,90,630 ","1,93,444 "
Backstreet Boys - As Long as You Love Me,"74,08,78,376 ","5,17,328 "
Two Feet - Go Fuck Yourself,"74,01,91,342 ","1,12,273 "
The Beatles - Hey Jude,"73,98,66,266 ","2,33,846 "
Thomas Rhett - Die A Happy Man,"73,98,22,763 ","1,61,469 "
Dire Straits - Money For Nothing,"73,97,19,167 ","4,18,000 "
Dwayne Johnson - You're Welcome,"73,95,85,979 ","2,98,867 "
Christian Nodal - Ya No Somos Ni Seremos,"73,93,56,718 ","2,81,159 "
Daddy Yankee - Dura,"73,92,09,250 ","1,36,813 "
J Balvin - Azul,"73,91,29,512 ","3,20,312 "
Billy Idol - Eyes Without A Face,"73,90,94,039 ","8,97,400 "
David Guetta - Say My Name,"73,88,11,870 ","3,22,373 "
Frank Sinatra - Let It Snow! Let It Snow! Let It Snow!,"73,87,04,049 ","7,639 "
Frank Sinatra - Let Is Snow!,"73,87,04,049 ","7,377 "
Meghan Trainor - Dear Future Husband,"73,86,59,888 ","1,56,322 "
Rupert Holmes - Escape (The Pina Colada Song),"73,84,03,270 ","2,66,916 "
Alleh - capaz (merengueton),"73,83,25,405 ","9,27,618 "
House Of Pain - Jump Around,"73,80,22,626 ","3,11,225 "
Tinashe - 2 On,"73,79,85,901 ","5,54,711 "
Robbie Williams - Angels,"73,78,23,419 ","3,04,756 "
Chino & Nacho - Andas En Mi Cabeza,"73,77,95,505 ","2,31,507 "
Danny Ocean - Fuera del mercado,"73,76,66,894 ","3,46,546 "
Taylor Swift - Bad Blood,"73,74,18,704 ","2,18,865 "
Kiiara - Gold,"73,72,40,275 ","1,77,274 "
Queen - Radio Ga Ga,"73,71,86,126 ","2,86,268 "
Taylor Swift - Gorgeous,"73,71,60,580 ","1,46,977 "
Calvin Harris - Giant,"73,67,38,785 ","90,981 "
Justin Bieber - Boyfriend,"73,65,66,574 ","3,46,270 "
"White Noise Radiance - Rain Sounds for Sleeping, Pt. 06 (Continuous No Gaps)","73,57,63,673 ","10,11,152 "
"Ariana Grande - yes, and?","73,54,89,176 ","2,94,598 "
Jeremih - Birthday Sex,"73,54,79,412 ","4,59,598 "
U2 - One,"73,54,57,033 ","2,53,889 "
Kendrick Lamar - King Kunta,"73,53,99,937 ","1,57,756 "
David Guetta - I Don't Wanna Wait,"73,53,49,835 ","4,20,250 "
Gala - Freed From Desire (Edit Mix),"73,52,95,250 ","3,59,153 "
Johnny Cash - Hurt,"73,50,82,676 ","1,90,163 "
Band Aid - Do They Know It's Christmas?,"73,50,57,327 ","10,078 "
Lorde - Green Light,"73,43,88,656 ","3,19,637 "
Dream Supplier - Clean Baby Sleep White Noise (Loopable no fade),"73,39,17,773 ","37,55,633 "
Nelly - Hot In Herre,"73,38,33,924 ","2,93,717 "
Tony Dize - Permitame,"73,33,38,270 ","6,40,636 "
Kim Carnes - Bette Davis Eyes,"73,32,52,370 ","4,13,757 "
"SofÃ­a Reyes - 1, 2, 3","73,31,64,273 ","89,340 "
Luke Combs - The Kind of Love We Make,"73,26,53,145 ","4,48,266 "
Lady Gaga - Alejandro,"73,25,41,830 ","4,17,897 "
Cheat Codes - No Promises,"73,23,83,187 ","94,298 "
Bruce Springsteen - I'm On Fire,"73,22,00,709 ","5,37,033 "
Shawn Mendes - I Know What You Did Last Summer,"73,19,21,933 ","2,91,131 "
Slipknot - Before I Forget,"73,18,99,690 ","3,68,578 "
THE ANXIETY - Meet Me At Our Spot,"73,14,47,098 ","2,70,786 "
George Michael - Faith,"73,12,65,382 ","2,52,175 "
Troye Sivan - YOUTH,"73,11,25,680 ","76,356 "
Martin Garrix - Summer Days,"73,06,50,015 ","91,250 "
Novo Amor - Anchor,"73,00,11,116 ","4,07,646 "
"Tyler, The Creator - Like Him","72,96,44,779 ","7,16,278 "
Rae Sremmurd - Come Get Her,"72,95,60,058 ","1,39,090 "
Kid Cudi - Mr. Rager,"72,94,16,167 ","3,49,292 "
Don Henley - The Boys Of Summer,"72,93,06,960 ","2,61,876 "
Daniel Powter - Bad Day,"72,89,89,736 ","2,15,918 "
The Who - Baba O'Riley,"72,87,90,118 ","2,01,068 "
Steve Lacy - C U Girl,"72,86,59,047 ","2,92,003 "
Madison Beer - Reckless,"72,86,58,641 ","2,52,528 "
Blondie - Call Me,"72,86,54,090 ","3,80,344 "
Tito Double P - DOS DÃAS,"72,84,91,733 ","6,27,485 "
Kehlani - Nights Like This,"72,84,62,392 ","2,31,324 "
Morgan Wallen - More Than My Hometown,"72,84,38,794 ","3,83,396 "
Loren Allred - Never Enough,"72,82,06,088 ","3,32,301 "
GoldLink - Crew,"72,71,19,844 ","1,72,452 "
The Smiths - This Charming Man,"72,70,74,208 ","3,63,163 "
Alan Walker - Darkside,"72,69,11,713 ","1,82,144 "
Kid Cudi - Pursuit Of Happiness,"72,68,58,542 ","2,02,675 "
Radiohead - Let Down,"72,67,70,410 ","13,43,265 "
Morat - No Se Va,"72,59,15,687 ","2,30,966 "
KATSEYE - Gabriela,"72,55,44,915 ","17,50,391 "
Labrinth - All For Us,"72,54,57,716 ","3,10,343 "
Enrique Iglesias - Cuando Me Enamoro,"72,54,26,177 ","4,77,314 "
Cassie - Me & U,"72,53,78,502 ","5,88,252 "
YNW Melly - Suicidal,"72,53,50,483 ","2,58,231 "
Nick Jonas - Jealous,"72,50,69,155 ","2,83,750 "
Justin Timberlake - My Love,"72,50,54,835 ","6,44,268 "
Ace of Base - All That She Wants,"72,49,03,967 ","5,19,314 "
Simon & Garfunkel - The Sound of Silence,"72,48,13,058 ","1,81,492 "
BeyoncÃ© - Drunk in Love,"72,46,83,478 ","1,92,516 "
Flipp Dinero - Leave Me Alone,"72,46,51,991 ","1,20,365 "
Zach Bryan - Pink Skies,"72,44,68,777 ","7,39,877 "
blackbear - do re mi,"72,42,45,012 ","2,52,837 "
Anggi Marito - Tak Segampang Itu,"72,42,01,080 ","2,19,640 "
JÃ³sean Log - ChachachÃ¡,"72,41,34,487 ","4,05,316 "
Metallica - For Whom The Bell Tolls,"72,39,71,290 ","4,62,305 "
Eagle-Eye Cherry - Save Tonight,"72,38,82,166 ","2,42,368 "
Miguel - Sky Walker,"72,33,94,069 ","2,52,116 "
Juanes - Es Por TÃ­,"72,31,93,799 ","3,57,866 "
Lifehouse - You And Me,"72,31,08,987 ","2,71,264 "
Jax Jones - You Don't Know Me,"72,28,69,067 ","1,98,097 "
Pablo AlborÃ¡n - Saturno,"72,28,60,106 ","2,92,341 "
Deftones - Change (In the House of Flies),"72,26,52,283 ","6,17,711 "
Alicia Keys - Fallin',"72,26,11,826 ","4,23,556 "
Shaggy - Angel,"72,25,53,436 ","5,07,796 "
Red Hot Chili Peppers - By the Way,"72,21,58,092 ","4,66,927 "
Daniel Caesar - Always,"72,21,07,048 ","8,09,990 "
Hailee Steinfeld - Love Myself,"72,20,12,587 ","1,45,945 "
Kina - Can We Kiss Forever?,"72,19,34,319 ","1,16,079 "
Fuerza Regida - HARLEY QUINN,"72,13,73,436 ","2,88,972 "
Black Eyed Peas - GIRL LIKE ME,"72,11,61,967 ","4,60,022 "
Bad Bunny - Otro Atardecer,"72,10,92,547 ","5,19,412 "
Jack Johnson - Banana Pancakes,"72,10,74,668 ","2,66,331 "
Alice Deejay - Better Off Alone,"72,10,25,700 ","4,82,974 "
Rema - Calm Down,"72,08,12,838 ","1,62,483 "
Tory Lanez - Say It,"72,03,88,184 ","3,45,086 "
Frank Sinatra - My Way,"71,97,27,005 ","4,14,971 "
Aqua - Barbie Girl,"71,96,62,504 ","2,84,566 "
Tate McRae - she's all i wanna be,"71,96,11,571 ","3,02,951 "
The Strokes - Reptilia,"71,93,58,954 ","2,21,241 "
Rels B - cÃ³mo dormiste?,"71,91,12,011 ","1,68,028 "
Blue Ãyster Cult - (Don't Fear) The Reaper,"71,90,95,042 ","2,46,902 "
ArcÃ¡ngel - Tu No Vive Asi,"71,89,99,677 ","4,75,327 "
The Vamps - All Night,"71,89,87,739 ","62,727 "
"Ciara - 1, 2 Step","71,87,52,768 ","2,64,837 "
U2 - Beautiful Day,"71,87,00,776 ","2,20,066 "
"John Denver - Take Me Home, Country Roads","71,80,77,536 ","2,07,462 "
Becky G - Cuando Te BesÃ©,"71,76,81,238 ","1,59,265 "
Bad Bunny - Sensualidad,"71,71,69,408 ","1,48,302 "
One Direction - Little Things,"71,70,38,883 ","1,23,700 "
Kendrick Lamar - Poetic Justice,"71,70,17,696 ","2,62,286 "
Starship - We Built This City,"71,68,70,376 ","2,91,334 "
Sufjan Stevens - Mystery of Love (From the Original Motion Picture âCall Me by Your Nameâ),"71,67,67,104 ","6,33,625 "
Doja Cat - Get Into It (Yuh),"71,65,97,700 ","1,29,779 "
Harry Styles - Fine Line,"71,65,73,000 ","4,33,717 "
Conan Gray - Memories,"71,64,86,603 ","3,75,734 "
Third Eye Blind - Semi-Charmed Life,"71,60,07,682 ","5,78,469 "
Prince - Purple Rain,"71,57,63,404 ","9,95,915 "
Amy Winehouse - Valerie,"71,56,13,345 ","2,08,795 "
Dean Lewis - Waves,"71,54,97,256 ","1,78,186 "
Calvin Harris - Under Control,"71,54,74,811 ","2,97,546 "
Nelly - Just A Dream,"71,54,65,436 ","4,27,351 "
Christina Aguilera - Genie In a Bottle,"71,50,97,574 ","6,75,414 "
The Rolling Stones - Sympathy For The Devil,"71,50,57,163 ","2,03,798 "
Quality Control - Baby (Lil Baby feat. DaBaby),"71,49,83,670 ","5,76,780 "
David Guetta - Bad,"71,48,89,673 ","1,93,572 "
Chino Pacas - El Gordo Trae El Mando,"71,45,78,144 ","2,13,114 "
Maluma - Sobrio,"71,42,58,723 ","2,88,503 "
G-Eazy - No Limit,"71,40,44,035 ","79,147 "
BLACKPINK - Lovesick Girls,"71,36,35,446 ","1,96,085 "
CeeLo Green - Forget You,"71,36,00,592 ","2,61,647 "
The Black Keys - Lonely Boy,"71,35,05,672 ","1,70,233 "
Sia - The Greatest,"71,34,94,914 ","63,242 "
Sheppard - Geronimo,"71,34,52,057 ","1,81,253 "
CeeLo Green - Fuck You,"71,33,38,945 ","2,62,719 "
Jeremih - Don't Tell 'Em,"71,24,93,452 ","3,10,040 "
Shawn Mendes - Monster (Shawn Mendes & Justin Bieber),"71,24,16,837 ","1,60,594 "
Ariana Grande - breathin,"71,24,07,455 ","1,23,746 "
Rauw Alejandro - Reloj,"71,23,78,256 ","1,22,122 "
Andy Grammer - Don't Give Up On Me,"71,16,15,166 ","2,14,808 "
Super Yei - La Forma en Que Me Miras,"71,11,92,961 ","2,55,108 "
Calvin Harris - Sweet Nothing,"71,10,69,791 ","2,75,863 "
Bakar - Hell N Back,"71,09,48,919 ","2,55,494 "
OneRepublic - Rescue Me,"71,09,10,456 ","91,565 "
Lil Wayne - Mirror,"71,07,25,035 ","3,29,118 "
Billie Eilish - listen before i go,"71,07,14,534 ","2,36,037 "
George Harrison - My Sweet Lord,"71,04,04,424 ","3,18,495 "
Lizzo - Good as Hell,"71,01,96,701 ","1,09,030 "
Tove Lo - Stay High,"71,01,43,373 ","1,60,629 "
Indila - DerniÃ¨re danse,"70,98,67,449 ","4,79,706 "
Arctic Monkeys - Arabella,"70,95,45,317 ","2,36,131 "
James TW - When You Love Someone,"70,95,41,124 ","70,538 "
The Cure - Just Like Heaven,"70,94,38,574 ","4,55,722 "
Belinda Carlisle - Heaven Is A Place On Earth,"70,93,23,961 ","3,10,685 "
Joy Again - Looking Out for You,"70,92,60,365 ","3,44,709 "
T.I. - Live Your Life,"70,91,65,163 ","2,94,139 "
Luke Bryan - Play It Again,"70,89,34,741 ","2,36,624 "
Sam Fischer - This City,"70,88,89,666 ","88,799 "
NF - Lie,"70,88,30,393 ","2,05,499 "
Paul McCartney - Wonderful Christmastime,"70,86,41,707 ","9,358 "
The Chainsmokers - This Feeling,"70,85,60,645 ","1,72,319 "
Taylor Swift - Bejeweled,"70,82,31,101 ","1,65,983 "
Drowning Pool - Bodies,"70,81,55,495 ","3,77,755 "
Future - Type Shit,"70,81,47,276 ","4,52,218 "
Linkin Park - BURN IT DOWN,"70,81,31,488 ","4,78,783 "
Lynyrd Skynyrd - Simple Man,"70,77,57,950 ","4,71,052 "
Ariana Grande - pov,"70,77,44,259 ","2,32,659 "
Tyler Childers - Feathered Indians,"70,74,77,762 ","4,10,107 "
Ozuna - El Farsante,"70,74,52,770 ","5,00,597 "
Junior H - Extssy Model,"70,73,28,409 ","6,22,048 "
LeÃ³n Larregui - Brillas,"70,72,12,306 ","3,31,876 "
Rihanna - Loveeeeeee Song,"70,69,98,356 ","5,21,842 "
Charlie Puth - Light Switch,"70,67,86,563 ","1,81,883 "
Michael Jackson - Don't Stop 'Til You Get Enough,"70,67,32,737 ","4,76,707 "
Sia - Genius,"70,64,60,662 ","2,59,694 "
Troye Sivan - Angel Baby,"70,60,17,937 ","1,85,298 "
Miley Cyrus - Midnight Sky,"70,55,37,341 ","1,22,672 "
Metallica - The Unforgiven,"70,54,15,532 ","2,77,870 "
Pitbull - I Know You Want Me (Calle Ocho),"70,50,85,400 ","5,77,105 "
Burak Yeter - Tuesday,"70,49,70,032 ","2,69,994 "
Kanye West - Black Skinhead,"70,48,53,412 ","1,49,753 "
Daddy Yankee - Limbo,"70,47,85,484 ","3,26,400 "
Christian Nodal - De Los Besos Que Te Di,"70,46,60,963 ","2,48,365 "
Chris Brown - Ayo,"70,45,97,546 ","1,93,632 "
Nicky Jam - El Amante,"70,44,86,347 ","3,15,331 "
CKay - love nwantiti,"70,42,19,253 ","2,07,619 "
2Pac - Changes,"70,41,75,721 ","2,82,892 "
The Fray - You Found Me,"70,41,26,006 ","2,73,005 "
Cheat Codes - Sex,"70,39,63,242 ","41,671 "
Modern Talking - Cheri Cheri Lady,"70,30,35,842 ","5,63,948 "
JuliÃ³n Ãlvarez y su NorteÃ±o Banda - Regalo De Dios,"70,27,37,599 ","6,56,246 "
Saja Boys - Soda Pop,"70,26,96,680 ","8,52,874 "
Rich The Kid - Plug Walk,"70,22,96,212 ","58,439 "
Talking Heads - Psycho Killer,"70,20,87,104 ","2,84,714 "
Post Malone - Chemical,"70,13,12,719 ","2,27,925 "
The Beach Boys - Wouldn't It Be Nice,"70,12,41,787 ","1,99,207 "
Maluma - CorazÃ³n,"70,10,99,533 ","2,74,709 "
The Living Tombstone - My Ordinary Life,"70,10,91,318 ","3,23,760 "
Michael Jackson - The Way You Make Me Feel,"70,10,73,487 ","5,04,903 "
6ix9ine - MALA,"70,08,79,761 ","4,59,434 "
Dave - Location,"70,08,12,424 ","2,52,933 "
Lil Jon & The East Side Boyz - Get Low,"70,06,40,594 ","3,28,482 "
J Balvin - Safari,"70,06,19,921 ","2,83,541 "
Selena Gomez - Fetish,"70,05,29,782 ","2,34,357 "
David Guetta - Without You,"70,04,53,208 ","4,66,837 "
Bad Bunny - Otra Noche en Miami,"70,03,08,593 ","3,75,593 "
Olivia Rodrigo - bad idea right?,"70,02,18,211 ","3,52,139 "
Jack Johnson - Upside Down,"70,01,98,858 ","4,54,132 "
Madonna - Material Girl,"69,99,36,931 ","3,52,370 "
Coldplay - Hymn for the Weekend,"69,99,35,827 ","1,01,531 "
Peter Bjorn and John - Young Folks,"69,93,85,320 ","3,46,086 "
The Killers - Human,"69,93,03,669 ","3,02,889 "
6ix9ine - BEBE,"69,93,00,406 ","2,02,281 "
Peggy Gou - (It Goes Like) Nanana,"69,92,04,014 ","2,59,876 "
Ne-Yo - Because Of You,"69,91,82,204 ","4,18,712 "
DaBaby - Suge,"69,91,63,560 ","83,709 "
Khalid - OTW,"69,87,33,825 ","1,24,399 "
A Boogie Wit da Hoodie - My Shit,"69,87,13,341 ","3,10,169 "
Trueno - Mamichula,"69,82,62,247 ","1,77,237 "
New Radicals - You Get What You Give,"69,73,62,499 ","5,69,534 "
Amy Macdonald - This Is The Life,"69,72,04,089 ","4,09,681 "
"Mobb Deep - Shook Ones, Pt. II","69,68,81,030 ","2,44,041 "
Lil Tecca - 500lbs,"69,68,60,678 ","3,27,779 "
Various Artists -,"69,68,27,169 ","2,98,259 "
Norah Jones - Don't Know Why,"69,68,27,169 ","2,95,577 "
Lil Tecca - Love Me,"69,66,33,376 ","1,74,714 "
Los Legendarios - Fiel,"69,66,12,109 ","92,117 "
Bishop Briggs - River,"69,64,88,538 ","2,12,237 "
Empire Of The Sun - The Thrill,"69,63,98,798 ","6,27,279 "
J Balvin - Ginza,"69,61,47,360 ","2,58,099 "
J Balvin - No Es Justo,"69,61,46,412 ","1,88,791 "
Alex Warren - Carry You Home,"69,54,16,709 ","8,69,153 "
Taylor Swift - Daylight,"69,50,23,253 ","4,02,470 "
Jordan Davis - Buy Dirt,"69,49,77,176 ","2,79,328 "
Michael BublÃ© - Feeling Good,"69,47,35,154 ","2,87,535 "
Saweetie - Best Friend,"69,46,68,064 ","1,30,466 "
Rauw Alejandro - KhÃ©?,"69,46,08,837 ","9,01,417 "
Evanescence - My Immortal,"69,43,90,018 ","3,27,755 "
Two Feet - I Feel Like I'm Drowning,"69,43,18,689 ","2,24,914 "
Ziv Zaifman - A Million Dreams,"69,42,56,998 ","2,61,559 "
The Chainsmokers - Takeaway,"69,41,77,103 ","95,778 "
XXXTENTACION - BAD!,"69,38,63,023 ","1,50,024 "
80purppp - Hex,"69,34,00,701 ","2,84,979 "
d4vd - Feel It,"69,33,40,863 ","6,99,787 "
Bailey Zimmerman - Rock and A Hard Place,"69,33,24,737 ","2,55,905 "
Ludovico Einaudi - Experience,"69,32,57,814 ","2,78,354 "
Steppenwolf - Born To Be Wild,"69,31,51,228 ","1,97,578 "
CÃ©line Dion - My Heart Will Go On,"69,30,31,871 ","2,09,739 "
The Pointer Sisters - I'm So Excited,"69,30,09,463 ","2,13,789 "
James Horner - My Heart Will Go On (Dialogue Mix),"69,24,11,136 ","2,15,937 "
Shawn Mendes - Wonder,"69,23,55,233 ","1,15,064 "
Kanye West - Famous,"69,23,45,787 ","1,37,463 "
Pritam - Kesariya,"69,21,92,741 ","1,36,381 "
Julieta Venegas - Me Voy,"69,21,91,827 ","3,91,129 "
Amy Winehouse - Rehab,"69,21,53,893 ","2,30,066 "
BTS - Blood Sweat & Tears,"69,21,32,514 ","3,23,186 "
FRENSHIP - Capsize,"69,20,47,446 ","64,649 "
Akon - I Wanna Love You,"69,18,51,174 ","4,29,084 "
Billy Joel - We Didn't Start the Fire,"69,17,22,235 ","2,49,448 "
My Chemical Romance - Helena,"69,16,24,342 ","3,91,733 "
BTS - Euphoria,"69,16,21,794 ","1,99,891 "
Eminem - Sing For The Moment,"69,13,52,218 ","2,67,251 "
Quevedo - VISTA AL MAR,"69,12,83,741 ","2,06,798 "
SZA - The Weekend,"69,11,59,450 ","1,79,683 "
"KAROL G - Ay, DiOs MÃ­o!","69,10,61,427 ","1,20,229 "
Eminem - Shake That,"69,08,33,570 ","2,90,942 "
Mario Winans - I Don't Wanna Know,"69,06,42,760 ","4,21,654 "
Astrid S - Hurts So Good,"69,05,50,909 ","1,74,668 "
Sam Cooke - (What A) Wonderful World,"69,02,38,432 ","1,34,309 "
Ozuna - Solita,"69,01,47,639 ","2,59,895 "
Chris Rea - Driving Home for Christmas,"69,01,12,484 ","11,689 "
Clean Bandit - I Miss You,"68,97,85,618 ","73,989 "
Pearl Jam - Black,"68,97,55,611 ","6,47,963 "
Saja Boys - Your Idol,"68,96,79,352 ","7,39,679 "
R. Kelly - Ignition,"68,91,73,666 ","1,02,001 "
LE SSERAFIM - ANTIFRAGILE,"68,91,67,698 ","3,42,009 "
BLACKPINK - BOOMBAYAH,"68,91,38,055 ","2,28,508 "
"Alka Yagnik - Agar Tum Saath Ho (From ""Tamasha"")","68,89,06,843 ","5,13,414 "
"A.R. Rahman - Agar Tum Saath Ho (From ""Tamasha"")","68,89,06,843 ","5,13,414 "
Pearl Jam - Alive,"68,87,11,870 ","2,31,388 "
Black Sabbath - Iron Man,"68,82,41,800 ","3,70,694 "
The Police - Message In A Bottle,"68,76,78,346 ","3,59,095 "
Brett Young - In Case You Didn't Know,"68,76,02,442 ","2,02,889 "
LAGOS - MÃ³naco,"68,74,79,160 ","4,78,488 "
Rob Zombie - Dragula,"68,70,14,907 ",
Iggy Azalea - Black Widow,"68,65,79,234 ",
"Olivia Rodrigo - 1 step forward, 3 steps back","68,64,64,281 ","2,84,145 "
Savage Garden - Truly Madly Deeply,"68,55,68,262 ","3,50,318 "
Paramore - Hard Times,"68,53,19,373 ","4,42,941 "
Oliver Tree - Life Goes On,"68,52,52,020 ","2,29,079 "
David Guetta - Flames,"68,52,28,960 ","66,991 "
Sebastian Yatra - No Hay Nadie MÃ¡s,"68,51,04,536 ","1,84,019 "
Kanye West - Devil In A New Dress,"68,49,46,687 ","3,45,972 "
Chris Brown - With You,"68,47,99,173 ","4,23,945 "
Bob Marley & The Wailers - One Love / People Get Ready,"68,43,50,536 ","2,62,296 "
Reik - Ya Me EnterÃ©,"68,41,79,225 ","2,90,477 "
Twenty One Pilots - Tear in My Heart,"68,37,79,211 ","2,54,098 "
Chuck Berry - Johnny B. Goode,"68,26,02,027 ","2,27,319 "
JhenÃ© Aiko - Sativa,"68,25,55,179 ","2,60,479 "
Bad Bunny - DespuÃ©s de la Playa,"68,22,28,440 ","2,56,604 "
Calibre 50 - Si Te Pudiera Mentir,"68,21,78,327 ","3,55,608 "
Carly Simon - You're So Vain,"68,20,67,350 ","3,00,134 "
Ellie Goulding - Close To Me,"68,15,31,027 ","1,79,826 "
Demi Lovato - Confident,"68,08,08,873 ","2,27,891 "
Harry Styles - Sweet Creature,"68,07,46,111 ","1,02,989 "
Brent Faiyaz - Trust,"68,06,38,249 ","1,76,118 "
OneRepublic - I Lived,"68,06,19,982 ","3,53,800 "
Drake - The Motto,"68,05,03,425 ","2,18,487 "
The Smiths - Heaven Knows I'm Miserable Now,"67,99,11,345 ","5,99,340 "
Alejandro Sanz - CorazÃ³n partÃ­o,"67,98,85,666 ","3,93,482 "
Weezer - Say It Ain't So,"67,96,58,755 ","3,78,380 "
Fleetwood Mac - Little Lies,"67,95,33,395 ","5,56,969 "
Ellie Goulding - Love Me Like You Do,"67,94,84,572 ","4,20,490 "
Christina Perri - jar of hearts,"67,94,64,332 ","2,36,027 "
Camilo - Tutu,"67,94,17,643 ","1,06,643 "
